Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
BicubicSplineInterpolatorTest;15.0;1.0;9.0;345;0;0;3
KeplerStepHandler;5.0;1.0;5.0;345;0;0;3
RuleBuilder;2.0;1.0;4.0;345;0;0;3
MultivariateFunctionPenaltyAdapterTest;5.0;1.0;11.0;345;0;0;3
AdamsMoultonFieldIntegratorTest;8.0;2.0;9.0;345;0;0;3
IterativeLegendreGaussIntegrator;10.0;2.0;15.0;141;1;1;2
OLSMultipleLinearRegressionTest;32.0;2.0;12.0;345;0;0;3
LimitAngle;12.0;1.0;11.0;91;1;0;1
LinearConstraintSet;4.0;1.0;4.0;35;0;0;0
Array2DRowFieldMatrix;79.0;2.0;36.0;528;1;1;2
FieldRotation;118.0;1.0;18.0;1425;0;1;2
GillFieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
IntegerDistribution;0;0;0;123;1;1;2
EmbeddedRungeKuttaFieldIntegrator;31.0;3.0;25.0;297;1;1;2
MinpackFunction;16.0;1.0;23.0;345;0;0;2
Model;2.0;1.0;2.0;345;1;1;2
TestBitStreamGenerator;4.0;2.0;3.0;345;0;0;3
RungeKuttaIntegrator;22.0;2.0;22.0;201;1;1;2
NonLinearConjugateGradientOptimizer;23.0;3.0;20.0;351;1;1;2
FieldLUSolverTest;15.0;1.0;12.0;345;0;0;3
IntervalUtilsTest;5.0;1.0;6.0;345;0;0;3
UpperBoundMapper;3.0;1.0;3.0;19;0;0;0
CigTab;4.0;1.0;3.0;345;0;0;3
ContinuedFractionTest;3.0;1.0;1.0;345;0;0;3
UpdatingMultipleLinearRegression;0;0;0;64;1;0;1
BlockFieldMatrix;182.0;2.0;23.0;1395;1;1;2
Bounce;5.0;1.0;3.0;345;0;0;3
QuinticFunction;2.0;1.0;23.0;345;0;0;2
Gamma;49.0;1.0;19.0;611;1;1;2
FourthMoment;8.0;6.0;8.0;115;1;1;2
EnumeratedRealDistributionTest;20.0;1.0;11.0;345;0;0;3
FieldEquationsMapper;21.0;1.0;51.0;161;0;1;2
PolynomialFunction;47.0;1.0;38.0;350;1;1;2
LazyHolder;0.0;1.0;1.0;7;0;0;0
AbstractOptimizationProblem;4.0;1.0;6.0;71;1;0;1
DefaultMeasurementModel;4.0;1.0;7.0;54;1;0;1
CircleVectorial;12.0;1.0;8.0;345;0;0;3
Pair;16.0;1.0;67.0;126;1;0;2
MaxCountExceededCallback;0;0;0;13;1;0;1
Well44497bTest;4.0;3.0;5.0;345;0;0;3
Rosen;2.0;1.0;3.0;345;0;0;3
FourExtrema;2.0;1.0;3.0;345;0;0;3
ValueAndJacobianFunction;0;0;0;22;1;0;1
HermiteParametricTest;6.0;2.0;3.0;345;0;0;3
StatisticalMultivariateSummary;0;0;0;87;1;0;1
RealVectorPreservingVisitor;0;0;0;37;0;0;0
RungeKuttaFieldIntegrator;21.0;2.0;30.0;203;1;1;2
JennrichSampsonFunction;3.0;2.0;3.0;345;0;0;3
lnMant;2.0;1.0;4.0;17;0;0;0
Location;0.0;0;17.0;9;0;0;2
SubLineTest;13.0;1.0;8.0;345;0;0;3
PopulationSize;3.0;1.0;4.0;31;0;0;0
ChebyquadFunction;12.0;2.0;2.0;345;0;0;3
VectorialCovariance;21.0;1.0;8.0;115;0;1;1
Vector2DTest;1.0;1.0;1.0;345;0;0;3
LutherIntegrator;1.0;3.0;6.0;58;0;1;1
ConvexHullGenerator2D;0;0;0;9;1;1;2
AbstractLeastSquaresOptimizerTest;6.0;1.0;13.0;345;0;0;3
DummyChromosome;2.0;2.0;2.0;345;0;0;3
DummyStepInterpolatorTest;8.0;1.0;7.0;345;0;0;3
Logit;12.0;1.0;12.0;165;1;1;2
WeibullDistribution;30.0;2.0;11.0;296;1;1;2
ContinuousOutputModelTest;14.0;1.0;18.0;345;0;0;2
FieldMatrixChangingVisitor;0;0;0;34;1;0;1
BicubicSplineInterpolator;20.0;1.0;14.0;135;1;1;2
MinpackFunction;16.0;1.0;24.0;345;0;0;2
EigenDecomposition;100.0;1.0;25.0;875;1;1;2
S1Point;14.0;1.0;16.0;113;1;1;2
Linear;11.0;1.0;7.0;345;0;0;3
Rastrigin;5.0;1.0;4.0;345;0;0;3
PreconditionedIterativeLinearSolver;11.0;2.0;14.0;181;1;1;2
BevingtonProblem;6.0;1.0;5.0;345;0;0;3
Tablet;4.0;1.0;3.0;345;0;0;3
RealMatrixPreservingVisitor;0;0;0;33;1;0;1
FilterType;54.0;0;4.0;367;1;0;2
FieldButcherArrayProvider;0;0;0;20;1;0;1
ComplexSolver;17.0;1.0;9.0;144;0;0;3
ParameterGuesser;18.0;1.0;9.0;281;0;0;3
MeyerFunction;6.0;2.0;3.0;345;0;0;3
AgrestiCoullIntervalTest;2.0;2.0;4.0;345;0;0;3
AgrestiCoullInterval;1.0;1.0;7.0;25;1;1;2
SubCircle;6.0;2.0;15.0;38;1;1;2
ThreeEighthesFieldIntegrator;6.0;3.0;12.0;78;1;1;2
LinearConstraint;14.0;1.0;10.0;189;0;1;1
Beta;45.0;1.0;12.0;460;1;1;2
GammaDistributionTest;32.0;2.0;8.0;345;0;0;3
Ackley;4.0;1.0;4.0;345;0;0;3
Relationship;6.0;0;4.0;43;0;0;0
TooManyIterationsException;1.0;7.0;12.0;18;0;0;0
BrentOptimizer;33.0;3.0;12.0;268;1;1;2
PascalDistributionTest;11.0;2.0;5.0;345;0;0;3
Facet;2.0;1.0;1.0;22;0;0;0
LegendreRuleFactory;12.0;2.0;4.0;111;1;0;1
RealMatrixChangingVisitor;0;0;0;34;1;0;1
Well19937aTest;4.0;3.0;5.0;345;0;0;3
MultivariateDifferentiableVectorFunction;0;0;0;18;1;0;1
RealVectorFormat;26.0;1.0;6.0;231;0;1;1
ClassicalRungeKuttaFieldStepInterpolator;4.0;3.0;9.0;103;1;0;1
DSCompilerTest;37.0;1.0;4.0;345;0;0;3
AdamsMoultonFieldIntegrator;13.0;5.0;22.0;340;1;1;2
GaussNewtonOptimizerWithQRTest;6.0;2.0;10.0;345;0;0;3
SingularValueDecomposition;102.0;1.0;14.0;679;1;1;2
DerivativeStructureTest;283.0;2.0;13.0;345;0;0;2
ThreeEighthesStepInterpolatorTest;5.0;1.0;11.0;345;0;0;3
XorMerger;2.0;1.0;4.0;15;0;0;0
GoalType;0.0;0;28.0;13;0;0;2
Erf;19.0;1.0;6.0;209;0;1;1
MultivariateFunctionMappingAdapterTest;4.0;1.0;10.0;345;0;0;3
UniformRandomGeneratorTest;2.0;1.0;5.0;345;0;0;3
NeuronString;18.0;1.0;11.0;189;0;0;3
AbstractConvergenceChecker;4.0;1.0;6.0;76;1;0;1
LineSearchFunction;4.0;1.0;4.0;35;0;0;0
MonitoredFunction;4.0;1.0;2.0;345;0;0;3
UnivariateSolverUtilsTest;24.0;1.0;7.0;345;0;0;3
MidpointIntegratorTest;17.0;1.0;20.0;345;0;0;2
LazyUnweightedEvaluation;4.0;2.0;5.0;39;0;0;0
DataTransferObject;2.0;1.0;1.0;29;0;0;0
Target;2.0;1.0;4.0;32;0;0;0
GillStepInterpolatorTest;5.0;1.0;11.0;345;0;0;3
TricubicInterpolator;10.0;1.0;9.0;99;1;1;2
MultivariateMatrixFunction;0;0;0;14;1;0;1
ExceptionContextProvider;0;0;0;14;1;0;1
NonSelfAdjointOperatorException;1.0;6.0;5.0;23;0;0;0
RealVectorFormatAbstractTest;31.0;1.0;5.0;345;0;0;3
BevingtonProblem;8.0;1.0;5.0;345;0;0;3
Vector2D;48.0;1.0;71.0;376;1;1;2
LinearRank1Function;7.0;2.0;2.0;345;0;0;3
UnivariateOptimizer;12.0;2.0;14.0;9;1;0;1
ParameterGuesser;18.0;1.0;9.0;281;0;0;3
SmoothingPolynomialBicubicSplineInterpolator;18.0;2.0;16.0;126;1;1;2
BaseOptimizer;15.0;1.0;33.0;40;1;0;2
PrimesTest;24.0;1.0;5.0;345;0;0;3
WilcoxonSignedRankTest;24.0;1.0;13.0;253;0;1;1
GaussianFitter;5.0;2.0;6.0;320;1;1;2
UnivariateStatisticAbstractTest;12.0;1.0;29.0;345;0;0;2
BesselJTest;4.0;1.0;3.0;345;0;0;3
FieldHermiteInterpolator;19.0;1.0;12.0;154;0;1;1
AggregateSummaryStatistics;27.0;1.0;6.0;367;1;1;2
Incrementor;21.0;1.0;21.0;225;1;1;2
ChebyquadFunction;12.0;2.0;2.0;345;0;0;3
LinearProblem;7.0;1.0;8.0;345;0;0;3
GLSMultipleLinearRegressionTest;20.0;2.0;15.0;345;0;0;2
UniformKernelEmpiricalDistribution;2.0;3.0;6.0;345;0;0;3
SecondOrderIntegrator;0;0;0;34;0;0;0
FixedElapsedTimeTest;8.0;1.0;4.0;345;0;0;3
AbstractLeastSquaresOptimizerTest;6.0;1.0;7.0;345;0;0;3
SecondMomentTest;2.0;3.0;4.0;345;0;0;3
ConstantRealDistribution;16.0;2.0;5.0;86;1;0;1
MatrixUtilsTest;39.0;1.0;23.0;345;0;0;2
KolmogorovSmirnovDistributionTest;1.0;1.0;1.0;345;0;0;3
StorelessBivariateCovariance;8.0;1.0;4.0;105;0;0;3
ParameterizedCircle;16.0;2.0;7.0;345;0;0;3
WeightedObservedPointsTest;9.0;1.0;3.0;345;0;0;3
TricubicSplineFunction;11.0;1.0;3.0;61;1;0;1
HighamHall54FieldStepInterpolator;4.0;3.0;9.0;83;1;0;1
Covariance;21.0;1.0;17.0;253;1;1;2
SecantSolverTest;2.0;2.0;3.0;345;0;0;3
PiecewiseBicubicSplineInterpolatingFunction;17.0;1.0;13.0;159;1;1;2
Median;6.0;3.0;7.0;62;1;0;1
SemiVarianceTest;9.0;1.0;6.0;345;0;0;3
deepMean;3.0;1.0;2.0;345;0;0;3
TransformerMap;21.0;1.0;5.0;145;1;0;1
Euclidean1DTest;3.0;1.0;4.0;345;0;0;3
OptimizationData;0;0;0;10;0;0;0
DummyRuleFactory;3.0;2.0;3.0;345;0;0;3
GaussianFitter;5.0;2.0;6.0;320;1;1;2
RealVectorFormatTest;2.0;2.0;1.0;345;0;0;3
Basis;13.0;1.0;3.0;345;0;0;3
PolynomialsUtilsTest;54.0;1.0;9.0;345;0;0;2
LocationFinder;5.0;1.0;9.0;73;0;0;0
TestProblem1;5.0;2.0;19.0;345;0;0;2
TestProblem3;5.0;2.0;33.0;345;0;0;2
TestProblem2;5.0;2.0;9.0;345;0;0;3
TestProblem5;1.0;3.0;14.0;345;0;0;3
TestProblem4;6.0;2.0;16.0;345;0;0;2
IntDoublePair;4.0;1.0;1.0;46;0;0;0
AbstractUnivariateSolver;3.0;2.0;11.0;39;1;1;2
TestProblem6;5.0;2.0;10.0;345;0;0;3
KeplerHandler;6.0;1.0;5.0;345;0;0;3
AklToussaintHeuristic;20.0;1.0;2.0;114;0;0;3
SecondaryStateEvent;5.0;1.0;3.0;345;0;0;3
ClassicalRungeKuttaStepInterpolator;7.0;3.0;5.0;106;1;0;1
RandomDataGeneratorTest;165.0;1.0;28.0;345;0;0;2
ParameterizedODE;0;0;0;19;1;0;1
SphericalPolygonsSet;48.0;2.0;27.0;459;1;1;2
StepNormalizerOutputOverlapTest;7.0;2.0;1.0;345;0;0;3
LevenbergMarquardtOptimizer;106.0;1.0;20.0;927;1;1;2
BiQuadratic;10.0;1.0;2.0;345;0;0;3
SphereGeneratorTest;13.0;1.0;9.0;345;0;0;3
PointValuePairTest;2.0;1.0;4.0;345;0;0;3
SchurTransformer;54.0;1.0;13.0;386;0;1;2
LevenbergMarquardtOptimizerTest;13.0;2.0;19.0;345;0;0;2
GaussNewtonOptimizer;16.0;1.0;20.0;133;1;1;2
XMinus5Function;2.0;1.0;3.0;345;0;0;3
BinaryMutationTest;4.0;1.0;4.0;345;0;0;3
UniformCrossoverTest;16.0;1.0;10.0;345;0;0;3
Dfp;412.0;1.0;20.0;2380;1;1;2
SimplexSolver;30.0;2.0;8.0;340;1;1;2
TournamentSelectionTest;3.0;1.0;6.0;345;0;0;3
MullerSolver2Test;4.0;1.0;10.0;345;0;0;3
CircleProblem;16.0;1.0;5.0;345;0;0;3
BaseAbstractMultivariateSimpleBoundsOptimizer;4.0;2.0;12.0;51;1;0;1
SincTest;14.0;1.0;7.0;345;0;0;3
Action;0.0;0;18.0;32;1;1;2
MaxCountExceededException;3.0;6.0;146.0;40;0;0;2
MidpointStepInterpolatorTest;5.0;1.0;12.0;345;0;0;3
AdamsIntegrator;5.0;4.0;10.0;100;1;1;2
OutOfRangeExceptionTest;1.0;1.0;2.0;345;0;0;3
GTestTest;13.0;1.0;7.0;345;0;0;3
MinusElli;1.0;1.0;3.0;345;0;0;3
Cluster;3.0;1.0;13.0;31;0;0;0
FastMathLiteralArrays;6.0;1.0;4.0;6148;0;1;1
BaseAbstractUnivariateSolver;22.0;1.0;33.0;272;1;1;2
IntersectionMerger;2.0;1.0;4.0;16;0;0;0
PerfectInterpolator;8.0;1.0;7.0;345;0;0;3
FixedGenerationCount;5.0;1.0;7.0;46;1;0;1
AbstractDifferentiableOptimizer;4.0;2.0;9.0;56;1;0;1
Tan;3.0;1.0;8.0;24;1;1;2
FieldVector;0;0;0;242;1;1;2
AbstractIntegrator;48.0;1.0;61.0;354;1;1;2
SparseFieldVector;105.0;1.0;21.0;699;1;1;2
SimplexSolverTest;45.0;1.0;18.0;345;0;0;2
AdamsNordsieckTransformer;23.0;1.0;16.0;297;0;1;2
SynchronizedMultivariateSummaryStatistics;31.0;2.0;6.0;243;1;0;1
JennrichSampsonFunction;5.0;2.0;3.0;345;0;0;3
OnePointCrossoverTest;2.0;1.0;6.0;345;0;0;3
HighamHall54FieldIntegratorTest;13.0;2.0;6.0;345;0;0;3
MultiKMeansPlusPlusClusterer;8.0;2.0;9.0;90;1;0;1
DifferentiableMultivariateMultiStartOptimizer;1.0;2.0;4.0;30;0;0;0
PolynomialSplineFunctionTest;9.0;1.0;7.0;345;0;0;3
CloseEventsGenerator;7.0;1.0;3.0;345;0;0;3
EnclosingBall;7.0;1.0;14.0;68;0;0;0
NeuronTest;8.0;1.0;2.0;345;0;0;3
Gaussian2D;4.0;1.0;4.0;345;0;0;3
MersenneTwister;22.0;2.0;11.0;203;1;1;2
RandomKeyMutationTest;4.0;1.0;6.0;345;0;0;3
MullerSolver;18.0;3.0;7.0;165;1;1;2
BracketedUnivariateSolver;0;0;0;68;1;0;1
PointValuePair;8.0;2.0;37.0;94;0;0;2
StatUtilsTest;20.0;1.0;7.0;345;0;0;3
SphereGenerator;6.0;1.0;13.0;116;1;1;2
BlockRealMatrix;191.0;3.0;44.0;1414;1;1;2
CMAESOptimizerTest;35.0;1.0;33.0;345;0;0;2
LaguerreSolverTest;10.0;1.0;11.0;345;0;0;3
LineTransform;5.0;1.0;14.0;83;0;0;0
UniformIntegerDistribution;17.0;2.0;11.0;146;1;0;1
Hyperplane;0;0;0;65;1;0;1
RotationOrderTest;5.0;1.0;2.0;345;0;0;3
CauchyDistributionTest;10.0;2.0;4.0;345;0;0;3
FractionFormat;22.0;4.0;8.0;209;1;1;2
MultistepIntegrator;17.0;3.0;23.0;359;1;1;2
TricubicSplineInterpolator;27.0;1.0;11.0;161;1;1;2
Log1p;3.0;1.0;8.0;24;1;1;2
UnivariateIntegrator;0;0;0;63;1;1;2
AbstractRealMatrix;157.0;2.0;38.0;829;1;1;2
MinusElli;1.0;1.0;3.0;345;0;0;3
SimplexTableau;83.0;1.0;16.0;533;0;1;2
ParameterJacobianWrapper;8.0;1.0;8.0;61;1;0;1
DummyCountingBinaryChromosome;2.0;5.0;2.0;345;0;0;3
KeplerHandler;6.0;1.0;5.0;345;0;0;3
Well512a;5.0;3.0;2.0;67;1;0;1
FrenchVector1DFormatTest;2.0;2.0;1.0;345;0;0;3
RRQRDecomposition;16.0;2.0;10.0;200;1;1;2
MultivariateNormalMixtureModelDistributionTest;11.0;1.0;8.0;345;0;0;3
UnivariateMultiStartOptimizer;19.0;1.0;13.0;158;1;0;1
PolynomialFunctionLagrangeFormTest;4.0;1.0;3.0;345;0;0;3
HitHistogram;6.0;1.0;7.0;50;1;1;2
KendallsCorrelation;25.0;1.0;9.0;226;1;1;2
Space;0;0;0;17;1;0;1
UnifiedDistanceMatrix;17.0;1.0;8.0;161;1;0;1
PairTest;6.0;1.0;2.0;345;0;0;3
MultivariateNormalMixtureExpectationMaximization;32.0;1.0;19.0;358;1;1;2
BOBYQAOptimizerTest;30.0;1.0;26.0;345;0;0;2
RungeKuttaStepInterpolator;21.0;2.0;18.0;151;1;0;2
BSPTreeVisitor;0;0;0;80;1;0;1
ThirdMomentTest;2.0;3.0;4.0;345;0;0;3
OverlappingEventsTest;10.0;1.0;13.0;345;0;0;3
CanberraDistance;3.0;1.0;7.0;21;1;1;2
DoublePoint;8.0;1.0;10.0;55;1;1;2
Formula;0.0;0;3.0;24;0;0;0
BadStepInterpolator;2.0;3.0;4.0;345;0;0;3
DefaultTransformerTest;7.0;1.0;4.0;345;0;0;3
Solver;32.0;1.0;13.0;111;1;1;2
Target;2.0;1.0;13.0;32;0;0;0
AbstractLeastSquaresOptimizerAbstractTest;27.0;1.0;21.0;345;0;0;2
SimplexOptimizer;17.0;4.0;19.0;192;1;0;2
RealTransformer;0;0;0;44;1;0;1
FieldEventState;29.0;1.0;15.0;264;1;1;2
BoundaryProjector;19.0;1.0;19.0;118;1;1;2
FieldVector3DTest;37.0;1.0;9.0;345;0;0;3
RealDistribution;0;0;0;161;1;1;2
FieldODEStateAndDerivative;5.0;2.0;66.0;52;0;0;2
Tablet;4.0;1.0;3.0;345;0;0;3
BrentOptimizerTest;16.0;1.0;19.0;345;0;0;2
AbstractRealDistribution;29.0;1.0;43.0;257;1;1;2
MultivariateFunctionPenaltyAdapter;11.0;1.0;7.0;156;1;1;2
Well44497b;6.0;3.0;9.0;78;1;0;1
AdamsFieldIntegrator;5.0;4.0;17.0;105;1;1;2
Well44497a;6.0;3.0;2.0;72;1;0;1
MultivariateDifferentiableMultiStartOptimizer;1.0;2.0;5.0;30;0;0;0
TricubicInterpolatorTest;12.0;1.0;7.0;345;0;0;3
SimpleUnivariateValueChecker;5.0;2.0;7.0;110;1;1;2
Order;0.0;0;15.0;27;0;0;2
PolynomialCurveFitter;7.0;2.0;10.0;94;1;0;1
RandomPivotingStrategy;2.0;1.0;5.0;28;1;1;2
AbstractListChromosome;7.0;2.0;23.0;74;1;0;2
TDistribution;22.0;2.0;15.0;222;1;1;2
SimpleVectorValueChecker;8.0;2.0;11.0;107;1;1;2
OrderedTuple;52.0;1.0;2.0;355;1;1;2
InternalData;1.0;1.0;1.0;41;0;0;0
HarmonicCurveFitterTest;16.0;1.0;11.0;345;0;0;3
Sphere1Test;3.0;1.0;4.0;345;0;0;3
BracketingNthOrderBrentSolverDFP;7.0;2.0;10.0;112;1;1;2
PowellOptimizer;23.0;4.0;16.0;290;1;1;2
ODEIntegrator;0;0;0;119;1;0;1
PoissonDistribution;37.0;2.0;15.0;345;1;1;2
ResizableDoubleArrayTest;25.0;2.0;8.0;345;0;0;3
UniformRealDistributionTest;11.0;2.0;3.0;345;0;0;3
HarmonicFitterTest;16.0;1.0;11.0;345;0;0;3
RandomStraightLinePointGenerator;4.0;1.0;6.0;345;0;0;3
DfpTest;60.0;2.0;6.0;345;0;0;2
AdamsBashforthFieldIntegrator;17.0;5.0;22.0;287;1;1;2
Power;4.0;1.0;10.0;32;1;1;2
AbstractLeastSquaresOptimizer;20.0;5.0;29.0;500;1;1;2
UnmodifiableRealVectorAbstractTest;66.0;1.0;12.0;345;0;0;2
NordsieckInitializer;8.0;1.0;9.0;74;0;0;0
SinCos;4.0;1.0;6.0;345;0;0;3
Function;0;0;0;22;1;1;2
GillStepInterpolator;7.0;3.0;6.0;116;1;1;2
DummyStepHandler;5.0;1.0;3.0;61;1;0;1
LeastSquaresProblem;6.0;1.0;5.0;122;1;0;1
FreudensteinRothFunction;2.0;2.0;3.0;345;0;0;3
LegendreHighPrecisionRuleFactory;14.0;2.0;4.0;171;1;0;1
DormandPrince54IntegratorTest;10.0;1.0;22.0;345;0;0;2
Osborne1Function;3.0;2.0;3.0;345;0;0;3
ListUnivariateImpl;20.0;2.0;9.0;345;0;0;3
DiffPow;2.0;1.0;5.0;345;0;0;3
WatsonFunction;5.0;2.0;4.0;345;0;0;3
NeuronSquareMesh2D;84.0;1.0;23.0;556;1;0;2
AbstractCurveFitter;2.0;1.0;14.0;113;1;0;1
LinearProblem;6.0;1.0;6.0;345;0;0;3
CircleVectorial;12.0;1.0;10.0;345;0;0;3
GaussianFitterTest;12.0;1.0;5.0;345;0;0;3
RandomVectorGenerator;0;0;0;11;1;1;2
MinusElli;1.0;1.0;3.0;345;0;0;3
DormandPrince853FieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
BigRealFieldTest;3.0;1.0;3.0;345;0;0;3
AbstractPolynomialSolver;5.0;2.0;4.0;56;1;0;1
NotFiniteNumberException;2.0;7.0;15.0;31;0;0;2
ConstantRealDistributionTest;10.0;2.0;3.0;345;0;0;3
Side;0.0;0;14.0;14;0;0;0
FitnessFunction;16.0;1.0;4.0;90;0;0;0
HighamHall54StepInterpolator;7.0;3.0;5.0;90;1;0;1
FixedGenerationCountTest;8.0;1.0;3.0;345;0;0;3
InconsistentStateAt2PiWrapping;1.0;6.0;4.0;16;0;0;0
Sqrt;3.0;1.0;11.0;24;1;1;2
PollardRho;16.0;1.0;2.0;131;0;1;1
TimeDetector;6.0;1.0;3.0;345;0;0;3
CholeskySolverTest;6.0;1.0;8.0;345;0;0;3
Equations;4.0;1.0;2.0;345;1;0;1
SumLogTest;4.0;3.0;5.0;345;0;0;3
MidpointIntegrator;1.0;3.0;4.0;128;0;0;3
PascalDistribution;17.0;2.0;12.0;207;1;1;2
HermiteInterpolator;21.0;1.0;11.0;177;1;1;2
Edge;7.0;1.0;5.0;168;0;1;1
TwoAxes;5.0;1.0;3.0;345;0;0;3
Max;14.0;3.0;11.0;134;1;1;2
BaseMultivariateOptimizer;0;0;0;40;1;0;1
BesselJ;62.0;1.0;10.0;582;1;1;2
SimpleVectorValueChecker;7.0;2.0;15.0;107;1;1;2
FeatureInitializerFactory;7.0;1.0;13.0;84;1;0;1
LazyHolder;0.0;1.0;1.0;7;0;0;0
ProductTest;7.0;3.0;6.0;345;0;0;3
FractionMatrixConverter;4.0;2.0;4.0;28;0;0;0
EarthMoversDistance;2.0;1.0;6.0;24;1;1;2
SchedulingChecker;6.0;1.0;5.0;345;0;0;3
ConjugateGradientTest;69.0;1.0;20.0;345;0;0;2
ValueServer;41.0;1.0;12.0;386;0;0;3
LinearProblem;5.0;1.0;8.0;345;0;0;3
BOBYQAOptimizer;325.0;3.0;18.0;2255;1;1;2
RosenbrockFunction;3.0;2.0;2.0;345;0;0;3
Sigmoid;10.0;1.0;14.0;163;1;1;2
RandomAdaptorTest;2.0;1.0;2.0;345;0;0;3
GraggBulirschStoerStepInterpolator;38.0;2.0;6.0;314;1;1;2
NPointCrossover;11.0;1.0;12.0;134;1;1;2
LinearInterpolatorTest;6.0;1.0;10.0;345;0;0;3
S2PointTest;8.0;1.0;8.0;345;0;0;3
UniformRealDistribution;21.0;2.0;33.0;202;1;0;2
RoundingMode;0.0;0;5.0;21;0;0;0
AlternativeHypothesis;0.0;0;2.0;19;0;0;0
FieldNordsieckInitializer;6.0;1.0;13.0;63;0;0;0
LazyHolder;0.0;1.0;1.0;7;0;0;0
PointVectorValuePair;13.0;2.0;23.0;115;1;0;2
